lhs,rhs,rule_label,lhs_length,total_pairs,antecedent_pairs,valid_pairs,violations,support,confidence,violation_rate,baseline_confidence,baseline_confidence_std,lift,window_start,window,rows,confidence_delta,lift_delta,abrupt_change
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,9,8,1,0.011538461538461539,0.8888888888888888,0.11111111111111116,0.8333333333333334,0.10243938285880987,1.0666666666666667,2013-12-01,month,40,0.33333333333333326,0.08627450980392148,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.8777777777777777,0.14229164972072997,1.139240506329114,2014-01-01,month,32,0.11111111111111116,0.07257383966244735,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.9222222222222222,0.14098419489388356,1.0843373493975905,2014-02-01,month,32,0.0,-0.05490315693152348,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.7333333333333333,0.44221663871405337,1.3636363636363638,2014-03-01,month,32,0.0,0.27929901423877324,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,0,0,0,0.0,,,,,,2014-04-01,month,40,,,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.6,0.48989794855663565,1.6666666666666667,2014-05-01,month,32,,,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.7666666666666667,0.4229525846816507,1.3043478260869565,2014-06-01,month,32,0.0,-0.3623188405797102,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,3,3,0,0.0038461538461538464,1.0,0.0,0.8333333333333334,0.20637972912229677,1.2,2014-07-01,month,40,0.0,-0.10434782608695659,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.772222222222222,0.13933262448871614,1.2949640287769788,2014-08-01,month,32,0.0,0.09496402877697885,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,2,2,0,0.002564102564102564,1.0,0.0,0.85,0.26299556396765833,1.1764705882352942,2014-09-01,month,40,0.0,-0.11849344054168465,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,0,0,0,0.0,,,,,,2014-10-01,month,32,,,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,3,2,1,0.006048387096774193,0.6666666666666666,0.33333333333333337,0.8777777777777779,0.1822357718539636,0.7594936708860758,2014-11-01,month,32,,,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,630,17,12,5,0.026984126984126985,0.7058823529411765,0.2941176470588235,0.5588235294117647,0.1277522833667602,1.2631578947368423,2014-12-01,month,36,0.03921568627450989,0.5036642238507665,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,18,18,0,0.036290322580645164,1.0,0.0,1.0,0.0,1.0,2015-01-01,month,32,0.2941176470588235,-0.26315789473684226,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,8,8,0,0.016129032258064516,1.0,0.0,0.7416666666666667,0.17950549357115014,1.348314606741573,2015-02-01,month,32,0.0,0.348314606741573,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,12,12,0,0.015384615384615385,1.0,0.0,0.7305555555555553,0.16761305379495098,1.368821292775666,2015-03-01,month,40,0.0,0.020506686034093002,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,0,0,0,0.0,,,,,,2015-04-01,month,32,,,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,5,4,1,0.010080645161290322,0.8,0.19999999999999996,0.6800000000000003,0.22271057451320084,1.1764705882352937,2015-05-01,month,32,,,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,8,8,0,0.010256410256410256,1.0,0.0,0.8541666666666666,0.13339842161318435,1.1707317073170733,2015-06-01,month,40,0.19999999999999996,-0.00573888091822039,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,4,4,0,0.008064516129032258,1.0,0.0,0.8583333333333333,0.13969212178533508,1.1650485436893205,2015-07-01,month,32,0.0,-0.005683163627752785,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.9888888888888888,0.059835164523716726,1.0112359550561798,2015-08-01,month,32,0.0,-0.15381258863314073,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,7,7,0,0.008974358974358974,1.0,0.0,0.8761904761904763,0.13669238185149835,1.141304347826087,2015-09-01,month,40,0.0,0.13006839276990712,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,3,2,1,0.006048387096774193,0.6666666666666666,0.33333333333333337,0.6444444444444444,0.257240820062005,1.0344827586206897,2015-10-01,month,32,-0.33333333333333337,-0.1068215892053972,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,21,21,0,0.04233870967741935,1.0,0.0,0.9920634920634921,0.01774657124999835,1.008,2015-11-01,month,32,0.33333333333333337,-0.026482758620689717,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,7,7,0,0.008974358974358974,1.0,0.0,0.9904761904761905,0.03563483225498994,1.0096153846153846,2015-12-01,month,40,0.0,0.0016153846153845741,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,18,15,3,0.036290322580645164,0.8333333333333334,0.16666666666666663,0.6814814814814816,0.11995655363482702,1.2228260869565217,2016-01-01,month,32,-0.16666666666666663,0.21321070234113715,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,49,39,10,0.09879032258064516,0.7959183673469388,0.20408163265306123,0.6210884353741498,0.06160501550295744,1.2814895947426064,2016-02-01,month,32,-0.0374149659863946,0.058663507786084645,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,2,2,0,0.002564102564102564,1.0,0.0,0.6333333333333333,0.3144660377352202,1.5789473684210527,2016-03-01,month,40,0.20408163265306123,0.2974577736784463,True
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.6444444444444445,0.3212629398844658,1.5517241379310345,2016-04-01,month,32,0.0,-0.02722323049001818,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,11,11,0,0.014102564102564103,1.0,0.0,0.6484848484848484,0.13833590558197972,1.5420560747663552,2016-05-01,month,40,0.0,-0.009668063164679275,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,8,8,0,0.016129032258064516,1.0,0.0,0.8291666666666667,0.12699792211773475,1.2060301507537687,2016-06-01,month,32,0.0,-0.33602592401258646,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.8555555555555555,0.1474055462380178,1.168831168831169,2016-07-01,month,32,0.0,-0.03719898192259974,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,14,14,0,0.017948717948717947,1.0,0.0,0.9809523809523809,0.031586902765289505,1.0194174757281553,2016-08-01,month,40,0.0,-0.14941369310301367,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,1.0,0.0,1.0,2016-09-01,month,32,0.0,-0.01941747572815533,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,19,19,0,0.038306451612903226,1.0,0.0,0.8736842105263157,0.0687576068149664,1.144578313253012,2016-10-01,month,32,0.0,0.14457831325301207,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,10,10,0,0.01282051282051282,1.0,0.0,0.94,0.07571877794400365,1.0638297872340425,2016-11-01,month,40,0.0,-0.08074852601896954,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,1.0,0.0,1.0,2016-12-01,month,32,0.0,-0.06382978723404253,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,780,9,9,0,0.011538461538461539,1.0,0.0,0.888888888888889,0.1345622379598885,1.125,2017-01-01,month,40,0.0,0.125,False
"PM2.5, PM10, NO2, O3, TEMP",WSPM,"PM2.5, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.6666666666666666,0.2721655269759087,1.5,2017-02-01,month,32,0.0,0.375,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,28,0,0,0,0.0,,,,,,2013-02-01,month,8,,,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.8,0.24494897427831783,1.25,2013-03-01,month,32,,,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,4,2,2,0.005128205128205128,0.5,0.5,0.6916666666666667,0.16687486995417322,0.7228915662650602,2013-04-01,month,40,-0.5,-0.5271084337349398,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.711111111111111,0.25434495871687995,1.4062500000000002,2013-05-01,month,32,0.5,0.68335843373494,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.95,0.15,1.0526315789473684,2013-06-01,month,32,0.0,-0.35361842105263186,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,6,6,0,0.007692307692307693,1.0,0.0,0.9055555555555553,0.11928283640879939,1.1042944785276076,2013-07-01,month,40,0.0,0.051662899580239285,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.9222222222222223,0.14098419489388359,1.0843373493975903,2013-08-01,month,32,0.0,-0.019957129130017348,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,4,4,0,0.008064516129032258,1.0,0.0,1.0,0.0,1.0,2013-09-01,month,32,0.0,-0.0843373493975903,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,8,8,0,0.010256410256410256,1.0,0.0,0.9708333333333333,0.05286907308520633,1.0300429184549356,2013-10-01,month,40,0.0,0.030042918454935563,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,5,4,1,0.010080645161290322,0.8,0.19999999999999996,0.47333333333333333,0.16719914938645936,1.6901408450704227,2013-11-01,month,32,-0.19999999999999996,0.6600979266154872,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,9,9,0,0.011538461538461539,1.0,0.0,0.8185185185185186,0.15311130821181027,1.2217194570135745,2013-12-01,month,40,0.19999999999999996,-0.4684213880568482,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,11,11,0,0.02217741935483871,1.0,0.0,0.8818181818181817,0.10271788640411085,1.1340206185567012,2014-01-01,month,32,0.0,-0.08769883845687332,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.9666666666666667,0.17950549357115012,1.0344827586206897,2014-02-01,month,32,0.0,-0.0995378599360115,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,0,0,0,0.0,,,,,,2014-03-01,month,32,,,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,0,0,0,0.0,,,,,,2014-04-01,month,40,,,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.7,0.458257569495584,1.4285714285714286,2014-05-01,month,32,,,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,4,4,0,0.008064516129032258,1.0,0.0,0.8166666666666667,0.16996731711975951,1.2244897959183674,2014-06-01,month,32,0.0,-0.20408163265306123,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,3,3,0,0.0038461538461538464,1.0,0.0,0.811111111111111,0.2385656728175988,1.2328767123287674,2014-07-01,month,40,0.0,0.008386916410400014,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,7,7,0,0.014112903225806451,1.0,0.0,0.8142857142857144,0.13375782766845848,1.2280701754385963,2014-08-01,month,32,0.0,-0.004806536890171076,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,2,2,0,0.002564102564102564,1.0,0.0,0.9,0.2,1.1111111111111112,2014-09-01,month,40,0.0,-0.11695906432748515,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.85,0.26299556396765833,1.1764705882352942,2014-10-01,month,32,0.0,0.065359477124183,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.8111111111111112,0.22249982660556433,1.232876712328767,2014-11-01,month,32,0.0,0.05640612409347279,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,630,11,10,1,0.01746031746031746,0.9090909090909091,0.09090909090909094,0.5545454545454545,0.13142574813455418,1.6393442622950822,2014-12-01,month,36,-0.09090909090909094,0.4064675499663153,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,14,14,0,0.028225806451612902,1.0,0.0,1.0,0.0,1.0,2015-01-01,month,32,0.09090909090909094,-0.6393442622950822,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,8,8,0,0.016129032258064516,1.0,0.0,0.8125,0.1505199322349037,1.2307692307692308,2015-02-01,month,32,0.0,0.23076923076923084,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,4,4,0,0.005128205128205128,1.0,0.0,0.6916666666666667,0.21098314835286938,1.4457831325301205,2015-03-01,month,40,0.0,0.21501390176088964,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,2,1,1,0.004032258064516129,0.5,0.5,0.48333333333333334,0.3760171390892826,1.0344827586206897,2015-04-01,month,32,-0.5,-0.41130037390943075,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,6,5,1,0.012096774193548387,0.8333333333333334,0.16666666666666663,0.6611111111111111,0.1253390463630942,1.2605042016806725,2015-05-01,month,32,0.33333333333333337,0.22602144305998273,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,11,11,0,0.014102564102564103,1.0,0.0,0.8212121212121211,0.10623362510883697,1.2177121771217714,2015-06-01,month,40,0.16666666666666663,-0.042792024558901076,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.9,0.1261979632400061,1.1111111111111112,2015-07-01,month,32,0.0,-0.10660106601066022,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.9,0.20000000000000004,1.1111111111111112,2015-08-01,month,32,0.0,0.0,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,5,5,0,0.00641025641025641,1.0,0.0,0.8933333333333334,0.1436043948569201,1.1194029850746268,2015-09-01,month,40,0.0,0.008291873963515606,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.6444444444444444,0.27125679146074894,1.5517241379310347,2015-10-01,month,32,0.0,0.43232115285640793,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,17,17,0,0.034274193548387094,1.0,0.0,0.996078431372549,0.014673166222642909,1.0039370078740157,2015-11-01,month,32,0.0,-0.547787130057019,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,9,9,0,0.011538461538461539,1.0,0.0,0.9962962962962963,0.01994505484123891,1.003717472118959,2015-12-01,month,40,0.0,-0.00021953575505673228,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,10,7,3,0.020161290322580645,0.7,0.30000000000000004,0.6799999999999999,0.1492201952373293,1.0294117647058825,2016-01-01,month,32,-0.30000000000000004,0.025694292586923462,True
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,26,22,4,0.05241935483870968,0.8461538461538461,0.15384615384615385,0.6243589743589745,0.12549049066707504,1.3552361396303898,2016-02-01,month,32,0.1461538461538462,0.32582437492450733,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,0,0,0,0.0,,,,,,2016-03-01,month,40,,,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.7333333333333335,0.26387426860084257,1.3636363636363633,2016-04-01,month,32,,,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,6,6,0,0.007692307692307693,1.0,0.0,0.711111111111111,0.1717736092637812,1.4062500000000002,2016-05-01,month,40,0.0,0.04261363636363691,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,5,5,0,0.010080645161290322,1.0,0.0,0.8266666666666667,0.18427033281447003,1.2096774193548387,2016-06-01,month,32,0.0,-0.19657258064516148,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,8,8,0,0.016129032258064516,1.0,0.0,0.8583333333333333,0.11055415967851333,1.1650485436893205,2016-07-01,month,32,0.0,-0.04462887566551821,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,13,13,0,0.016666666666666666,1.0,0.0,0.9666666666666668,0.04298219131856462,1.0344827586206895,2016-08-01,month,40,0.0,-0.13056578506863104,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.9111111111111112,0.14740554623801783,1.097560975609756,2016-09-01,month,32,0.0,0.06307821698906646,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,8,8,0,0.016129032258064516,1.0,0.0,0.8916666666666667,0.09537935951882998,1.1214953271028036,2016-10-01,month,32,0.0,0.02393435149304768,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,11,11,0,0.014102564102564103,1.0,0.0,0.9363636363636364,0.053267866155293775,1.0679611650485437,2016-11-01,month,40,0.0,-0.05353416205425998,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,8,8,0,0.016129032258064516,1.0,0.0,1.0,0.0,1.0,2016-12-01,month,32,0.0,-0.06796116504854366,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,780,7,7,0,0.008974358974358974,1.0,0.0,0.9095238095238096,0.12499433093720656,1.0994764397905759,2017-01-01,month,40,0.0,0.09947643979057585,False
"station, PM10, NO2, O3, TEMP",WSPM,"station, PM10, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.7,0.45825756949558405,1.4285714285714286,2017-02-01,month,32,0.0,0.32909498878085275,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,28,0,0,0,0.0,,,,,,2013-02-01,month,8,,,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.7833333333333333,0.2793842435706701,1.2765957446808511,2013-03-01,month,32,,,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,3,0,3,0.0038461538461538464,0.0,1.0,0.6777777777777778,0.23544022333796766,0.0,2013-04-01,month,40,-1.0,-1.2765957446808511,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.6777777777777777,0.26504134315281247,1.4754098360655739,2013-05-01,month,32,1.0,1.4754098360655739,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.9,0.3,1.1111111111111112,2013-06-01,month,32,0.0,-0.3642987249544627,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,3,3,0,0.0038461538461538464,1.0,0.0,0.9444444444444445,0.12422599874998834,1.0588235294117647,2013-07-01,month,40,0.0,-0.05228758169934644,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.9333333333333333,0.24944382578492943,1.0714285714285714,2013-08-01,month,32,0.0,0.012605042016806678,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,1.0,0.0,1.0,2013-09-01,month,32,0.0,-0.0714285714285714,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,5,5,0,0.00641025641025641,1.0,0.0,0.94,0.09165151389911678,1.0638297872340425,2013-10-01,month,40,0.0,0.06382978723404253,False
