datetime,station,hour,PM2.5,PM10,NO2,O3,TEMP,DEWP,WSPM,time_slot
2013-09-02 08:00:00,Aotizhongxin,8,23.0,56.0,56.0,28.0,22.5,14.9,0.8,morning
2013-09-02 08:00:00,Changping,8,37.0,55.0,43.0,26.0,22.1,15.4,0.9,morning
2013-09-02 09:00:00,Aotizhongxin,9,30.0,65.0,57.0,37.0,24.2,13.7,1.4,morning
2013-09-02 09:00:00,Changping,9,39.0,45.0,47.0,38.0,23.7,16.0,1.3,morning
2013-09-02 10:00:00,Aotizhongxin,10,37.0,70.0,58.0,41.0,25.3,14.7,1.5,morning
2013-09-02 10:00:00,Changping,10,30.0,51.0,34.0,66.0,24.9,15.0,1.9,morning
2013-09-02 11:00:00,Aotizhongxin,11,36.0,63.0,50.0,62.0,26.2,14.3,0.8,morning
2013-09-02 11:00:00,Changping,11,41.0,57.0,27.0,94.0,25.5,15.8,1.6,morning
2013-09-02 12:00:00,Aotizhongxin,12,34.0,61.0,41.0,86.0,27.3,16.6,1.5,afternoon
2013-09-02 12:00:00,Changping,12,53.0,75.0,21.0,130.0,26.5,15.8,1.2,afternoon
2013-09-02 13:00:00,Aotizhongxin,13,39.0,59.0,38.0,115.0,27.9,15.5,1.0,afternoon
2013-09-02 13:00:00,Changping,13,56.0,79.0,17.0,151.0,27.5,16.1,2.3,afternoon
2013-09-02 14:00:00,Aotizhongxin,14,42.0,61.0,30.0,146.0,28.6,15.5,1.7,afternoon
2013-09-02 14:00:00,Changping,14,53.0,70.0,14.0,175.0,27.6,15.6,2.1,afternoon
2013-09-02 15:00:00,Aotizhongxin,15,47.0,73.0,32.0,163.0,28.4,15.0,1.5,afternoon
2013-09-02 15:00:00,Changping,15,51.0,67.0,14.0,184.0,27.8,14.8,1.4,afternoon
2013-09-02 16:00:00,Aotizhongxin,16,47.0,73.0,32.0,175.0,27.9,15.5,1.8,afternoon
2013-09-02 16:00:00,Changping,16,51.0,67.0,14.0,188.0,27.4,14.8,2.4,afternoon
2013-09-02 17:00:00,Aotizhongxin,17,64.0,94.0,39.0,174.0,26.2,16.2,0.9,afternoon
2013-09-02 17:00:00,Changping,17,43.0,56.0,15.0,203.0,26.7,15.1,1.1,afternoon
2013-09-02 18:00:00,Aotizhongxin,18,72.0,108.0,53.0,160.0,24.4,16.4,0.9,evening
2013-09-02 18:00:00,Changping,18,50.0,77.0,23.0,200.0,25.8,15.8,2.7,evening
2013-09-02 19:00:00,Aotizhongxin,19,72.0,108.0,53.0,146.0,23.6,16.9,1.2,evening
2013-09-02 19:00:00,Changping,19,50.0,77.0,23.0,170.0,24.2,16.2,0.8,evening
2013-09-02 20:00:00,Aotizhongxin,20,76.0,134.0,49.0,130.0,22.0,18.0,0.6,evening
2013-09-02 20:00:00,Changping,20,66.0,117.0,43.0,135.0,21.8,16.5,0.1,evening
2013-09-02 21:00:00,Aotizhongxin,21,88.0,127.0,57.0,103.0,20.5,17.9,1.0,evening
2013-09-02 21:00:00,Changping,21,71.0,106.0,41.0,117.0,21.5,16.0,0.8,evening
2013-09-02 22:00:00,Aotizhongxin,22,90.0,144.0,58.0,85.0,20.3,18.1,1.4,evening
2013-09-02 22:00:00,Changping,22,63.0,75.0,24.0,109.0,21.3,16.0,1.1,evening
2013-09-02 23:00:00,Aotizhongxin,23,80.0,111.0,52.0,71.0,20.3,18.2,0.0,evening
2013-09-02 23:00:00,Changping,23,56.0,60.0,17.0,106.0,20.3,16.1,1.6,evening
2013-09-03 00:00:00,Aotizhongxin,0,80.0,105.0,63.0,45.0,19.4,18.4,0.5,night
2013-09-03 00:00:00,Changping,0,59.0,65.0,13.0,110.0,19.7,16.2,1.4,night
2013-09-03 01:00:00,Aotizhongxin,1,87.0,128.0,84.0,13.0,19.2,17.5,1.3,night
2013-09-03 01:00:00,Changping,1,64.0,67.0,12.0,104.0,18.9,16.3,0.4,night
2013-09-03 02:00:00,Aotizhongxin,2,100.0,144.0,94.0,1.0,19.0,17.5,1.1,night
2013-09-03 02:00:00,Changping,2,59.0,66.0,15.0,86.0,18.4,16.2,0.5,night
2013-09-03 03:00:00,Aotizhongxin,3,122.0,209.0,97.0,1.0,19.0,17.5,1.4,night
2013-09-03 03:00:00,Changping,3,67.0,71.0,20.0,69.0,18.5,16.1,0.4,night
2013-09-03 04:00:00,Aotizhongxin,4,123.0,181.0,86.0,1.0,19.1,17.6,1.2,night
2013-09-03 04:00:00,Changping,4,86.0,93.0,32.0,51.0,18.6,16.4,0.0,night
2013-09-03 05:00:00,Aotizhongxin,5,121.0,157.0,72.0,1.0,18.8,17.3,0.8,night
2013-09-03 05:00:00,Changping,5,87.0,93.0,18.0,59.0,18.5,16.5,1.6,night
2013-09-03 06:00:00,Aotizhongxin,6,95.0,109.0,66.0,1.0,19.2,17.7,1.3,morning
2013-09-03 06:00:00,Changping,6,81.0,85.0,27.0,43.0,19.0,16.8,0.9,morning
2013-09-03 07:00:00,Aotizhongxin,7,70.0,109.0,47.0,29.0,20.7,17.5,0.7,morning
2013-09-03 07:00:00,Changping,7,100.0,101.0,53.0,15.0,21.5,17.1,0.4,morning
2013-09-03 08:00:00,Aotizhongxin,8,59.0,73.0,45.0,35.0,22.0,17.6,0.0,morning
2013-09-03 08:00:00,Changping,8,93.0,102.0,41.0,34.0,22.9,17.1,1.0,morning
2013-09-03 09:00:00,Aotizhongxin,9,64.0,96.0,44.0,50.0,23.9,18.3,1.2,morning
2013-09-03 09:00:00,Changping,9,111.0,122.0,46.0,55.0,23.6,18.0,1.5,morning
2013-09-03 10:00:00,Aotizhongxin,10,66.0,115.0,40.0,64.0,25.6,18.0,2.5,morning
2013-09-03 10:00:00,Changping,10,123.0,156.0,81.0,27.0,25.6,18.3,1.9,morning
2013-09-03 11:00:00,Aotizhongxin,11,70.0,118.0,37.0,84.0,26.7,18.8,1.5,morning
2013-09-03 11:00:00,Changping,11,134.0,154.0,71.0,78.0,26.8,18.6,1.3,morning
2013-09-03 12:00:00,Aotizhongxin,12,78.0,124.0,38.0,111.0,27.3,18.0,1.3,afternoon
2013-09-03 12:00:00,Changping,12,114.0,132.0,40.0,143.0,26.8,16.7,0.8,afternoon
2013-09-03 13:00:00,Aotizhongxin,13,88.0,106.0,41.0,140.0,27.9,19.7,0.9,afternoon
2013-09-03 13:00:00,Changping,13,92.0,98.0,15.0,207.0,27.8,15.1,2.3,afternoon
2013-09-03 14:00:00,Aotizhongxin,14,92.0,121.0,45.0,159.0,28.5,18.3,0.8,afternoon
2013-09-03 14:00:00,Changping,14,78.0,98.0,8.0,210.0,27.9,14.9,0.8,afternoon
2013-09-03 15:00:00,Aotizhongxin,15,100.0,117.0,40.0,189.0,28.1,17.9,2.4,afternoon
2013-09-03 15:00:00,Changping,15,62.0,74.0,9.0,214.0,27.7,16.0,1.5,afternoon
2013-09-03 16:00:00,Aotizhongxin,16,99.0,117.0,40.0,200.0,26.9,18.2,1.4,afternoon
2013-09-03 16:00:00,Changping,16,68.0,78.0,11.0,221.0,27.7,16.6,2.3,afternoon
2013-09-03 17:00:00,Aotizhongxin,17,106.0,149.0,42.0,195.0,26.1,18.0,1.8,afternoon
2013-09-03 17:00:00,Changping,17,67.0,95.0,14.0,222.0,26.9,17.1,2.6,afternoon
2013-09-03 18:00:00,Aotizhongxin,18,106.0,139.0,47.0,164.0,25.5,18.4,1.9,evening
2013-09-03 18:00:00,Changping,18,78.0,112.0,23.0,226.0,26.1,18.2,2.1,evening
2013-09-03 19:00:00,Aotizhongxin,19,114.0,160.0,54.0,146.0,24.6,18.8,0.8,evening
2013-09-03 19:00:00,Changping,19,90.0,145.0,45.0,195.0,25.5,18.4,1.4,evening
2013-09-03 20:00:00,Aotizhongxin,20,120.0,152.0,55.0,122.0,24.4,18.6,0.8,evening
2013-09-03 20:00:00,Changping,20,120.0,175.0,42.0,157.0,25.1,18.3,1.5,evening
2013-09-03 21:00:00,Aotizhongxin,21,91.0,152.0,49.0,116.0,24.3,18.9,0.9,evening
2013-09-03 21:00:00,Changping,21,120.0,157.0,41.0,126.0,24.6,18.1,2.0,evening
2013-09-03 22:00:00,Aotizhongxin,22,98.0,149.0,53.0,95.0,24.1,18.7,1.0,evening
2013-09-03 22:00:00,Changping,22,114.0,145.0,42.0,101.0,23.0,18.5,1.1,evening
2013-09-03 23:00:00,Aotizhongxin,23,119.0,143.0,60.0,67.0,23.6,18.7,2.1,evening
2013-09-03 23:00:00,Changping,23,107.0,113.0,26.0,118.0,20.9,19.6,0.9,evening
2013-09-04 00:00:00,Aotizhongxin,0,122.0,153.0,74.0,36.0,22.6,19.4,0.2,night
2013-09-04 00:00:00,Changping,0,98.0,113.0,24.0,112.0,20.7,19.5,1.1,night
2013-09-04 01:00:00,Aotizhongxin,1,137.0,165.0,67.0,28.0,21.6,19.2,0.6,night
2013-09-04 01:00:00,Changping,1,79.0,84.0,14.0,91.0,20.3,18.8,1.3,night
2013-09-04 02:00:00,Aotizhongxin,2,146.0,151.0,61.0,26.0,20.8,19.1,2.6,night
2013-09-04 02:00:00,Changping,2,99.0,84.0,9.0,93.0,17.3,16.7,1.4,night
2013-09-04 03:00:00,Aotizhongxin,3,151.0,151.0,46.0,35.0,18.4,17.6,0.4,night
2013-09-04 03:00:00,Changping,3,59.0,59.0,17.0,95.0,17.6,17.1,2.1,night
2013-09-04 04:00:00,Aotizhongxin,4,138.0,75.0,41.0,46.0,18.3,17.8,1.2,night
2013-09-04 04:00:00,Changping,4,27.0,4.0,10.0,105.0,18.0,17.4,0.7,night
2013-09-04 05:00:00,Aotizhongxin,5,41.0,41.0,23.0,68.0,18.6,18.3,0.9,night
2013-09-04 05:00:00,Changping,5,19.0,25.0,15.0,80.0,17.9,17.4,1.2,night
2013-09-04 06:00:00,Aotizhongxin,6,38.0,21.0,25.0,55.0,18.7,18.4,0.8,morning
2013-09-04 06:00:00,Changping,6,35.0,25.0,40.0,49.0,18.1,17.6,1.7,morning
2013-09-04 07:00:00,Aotizhongxin,7,40.0,17.0,35.0,47.0,18.6,18.1,1.4,morning
2013-09-04 07:00:00,Changping,7,45.0,26.0,36.0,57.0,18.4,17.7,0.8,morning
2013-09-04 08:00:00,Aotizhongxin,8,46.0,17.0,40.0,41.0,19.2,18.7,0.7,morning
2013-09-04 08:00:00,Changping,8,47.0,28.0,24.0,64.0,19.3,18.1,1.1,morning
2013-09-04 09:00:00,Aotizhongxin,9,34.0,47.0,57.0,18.0,20.2,18.9,1.2,morning
2013-09-04 09:00:00,Changping,9,50.0,54.0,32.0,26.0,19.5,18.5,0.7,morning
2013-09-04 10:00:00,Aotizhongxin,10,54.0,47.0,55.0,27.0,20.8,18.7,1.1,morning
2013-09-04 10:00:00,Changping,10,50.0,54.0,41.0,30.0,19.9,18.7,1.4,morning
2013-09-04 11:00:00,Aotizhongxin,11,53.0,18.0,52.0,40.0,19.5,18.5,2.0,morning
2013-09-04 11:00:00,Changping,11,60.0,45.0,47.0,27.0,20.5,18.1,1.3,morning
2013-09-04 12:00:00,Aotizhongxin,12,34.0,44.0,49.0,48.0,19.3,18.1,1.5,afternoon
2013-09-04 12:00:00,Changping,12,60.0,43.0,44.0,34.0,21.0,18.2,0.9,afternoon
2013-09-04 13:00:00,Aotizhongxin,13,64.0,74.0,71.0,19.0,20.0,18.5,0.8,afternoon
2013-09-04 13:00:00,Changping,13,56.0,28.0,34.0,65.0,21.5,17.5,0.2,afternoon
2013-09-04 14:00:00,Aotizhongxin,14,61.0,74.0,56.0,48.0,21.5,18.5,1.2,afternoon
2013-09-04 14:00:00,Changping,14,54.0,21.0,24.0,90.0,23.1,17.1,1.1,afternoon
2013-09-04 15:00:00,Aotizhongxin,15,58.0,23.0,46.0,65.0,22.2,18.4,1.1,afternoon
2013-09-04 15:00:00,Changping,15,44.0,8.0,20.0,116.0,22.4,18.2,1.8,afternoon
2013-09-04 16:00:00,Aotizhongxin,16,45.0,47.0,51.0,74.0,22.0,18.2,0.8,afternoon
2013-09-04 16:00:00,Changping,16,47.0,51.0,21.0,114.0,22.1,17.9,1.5,afternoon
2013-09-04 17:00:00,Aotizhongxin,17,59.0,47.0,58.0,82.0,21.2,18.6,0.2,afternoon
2013-09-04 17:00:00,Changping,17,46.0,59.0,29.0,100.0,21.6,18.0,1.8,afternoon
2013-09-04 18:00:00,Aotizhongxin,18,55.0,39.0,53.0,85.0,20.5,19.0,0.4,evening
2013-09-04 18:00:00,Changping,18,73.0,59.0,34.0,89.0,21.3,18.3,0.9,evening
2013-09-04 19:00:00,Aotizhongxin,19,45.0,49.0,58.0,78.0,20.0,19.0,1.2,evening
2013-09-04 19:00:00,Changping,19,71.0,60.0,32.0,80.0,20.7,18.6,0.9,evening
2013-09-04 20:00:00,Aotizhongxin,20,63.0,81.0,69.0,49.0,19.3,18.6,1.2,evening
2013-09-04 20:00:00,Changping,20,63.0,66.0,26.0,66.0,19.8,19.0,0.0,evening
2013-09-04 21:00:00,Aotizhongxin,21,61.0,72.0,67.0,38.0,19.1,18.6,2.8,evening
2013-09-04 21:00:00,Changping,21,86.0,66.0,40.0,43.0,18.3,17.5,0.8,evening
2013-09-04 22:00:00,Aotizhongxin,22,79.0,72.0,58.0,38.0,18.2,17.7,1.2,evening
2013-09-04 22:00:00,Changping,22,38.0,38.0,17.0,74.0,17.7,16.6,2.0,evening
2013-09-04 23:00:00,Aotizhongxin,23,55.0,55.0,48.0,53.0,18.3,17.8,1.5,evening
2013-09-04 23:00:00,Changping,23,12.0,12.0,10.0,81.0,17.5,16.7,0.2,evening
2013-09-05 00:00:00,Aotizhongxin,0,25.0,12.0,37.0,57.0,18.1,17.8,1.2,night
2013-09-05 00:00:00,Changping,0,3.0,6.0,13.0,80.0,17.7,17.1,0.9,night
2013-09-05 01:00:00,Changping,1,3.0,6.0,17.0,65.0,17.9,16.8,0.5,night
2013-09-05 02:00:00,Aotizhongxin,2,21.0,5.0,38.0,35.0,17.0,16.5,1.3,night
2013-09-05 02:00:00,Changping,2,3.0,8.0,38.0,32.0,17.6,15.8,1.0,night
2013-09-05 03:00:00,Aotizhongxin,3,16.0,2.0,35.0,30.0,16.9,16.6,1.1,night
2013-09-05 03:00:00,Changping,3,10.0,8.0,12.0,62.0,17.3,15.6,0.0,night
2013-09-05 04:00:00,Aotizhongxin,4,16.0,16.0,35.0,10.0,17.0,16.7,0.2,night
2013-09-05 04:00:00,Changping,4,3.0,6.0,9.0,54.0,17.4,15.0,1.3,night
2013-09-05 05:00:00,Aotizhongxin,5,7.0,8.0,42.0,18.0,17.0,16.7,0.6,night
2013-09-05 05:00:00,Changping,5,8.0,6.0,7.0,55.0,17.7,14.6,0.8,night
2013-09-05 06:00:00,Aotizhongxin,6,16.0,8.0,54.0,13.0,16.5,16.3,0.6,morning
2013-09-05 06:00:00,Changping,6,3.0,6.0,3.0,47.0,17.6,14.5,0.7,morning
2013-09-05 07:00:00,Aotizhongxin,7,7.0,9.0,59.0,6.0,18.7,17.2,1.2,morning
2013-09-05 07:00:00,Changping,7,8.0,30.0,11.0,30.0,20.6,15.2,0.7,morning
2013-09-05 08:00:00,Aotizhongxin,8,10.0,9.0,46.0,30.0,21.4,15.9,1.0,morning
2013-09-05 08:00:00,Changping,8,14.0,30.0,22.0,36.0,22.2,15.3,0.7,morning
2013-09-05 09:00:00,Aotizhongxin,9,10.0,10.0,42.0,33.0,23.5,15.5,2.1,morning
2013-09-05 09:00:00,Changping,9,3.0,6.0,17.0,50.0,23.9,14.3,1.2,morning
2013-09-05 10:00:00,Aotizhongxin,10,10.0,10.0,27.0,50.0,24.6,16.1,1.1,morning
2013-09-05 10:00:00,Changping,10,3.0,8.0,11.0,63.0,25.0,13.9,1.3,morning
2013-09-05 11:00:00,Aotizhongxin,11,9.0,10.0,21.0,60.0,25.8,14.3,0.5,morning
2013-09-05 11:00:00,Changping,11,3.0,6.0,9.0,68.0,26.0,14.5,2.5,morning
2013-09-05 12:00:00,Aotizhongxin,12,12.0,13.0,18.0,72.0,26.5,13.3,2.3,afternoon
2013-09-05 12:00:00,Changping,12,3.0,8.0,12.0,74.0,26.2,13.7,0.0,afternoon
2013-09-05 13:00:00,Aotizhongxin,13,14.0,17.0,20.0,83.0,27.9,13.8,0.8,afternoon
2013-09-05 13:00:00,Changping,13,11.0,17.0,16.0,81.0,26.3,13.4,1.2,afternoon
2013-09-05 14:00:00,Aotizhongxin,14,14.0,17.0,20.0,92.0,27.4,14.4,0.7,afternoon
2013-09-05 14:00:00,Changping,14,11.0,17.0,16.0,92.0,26.2,13.7,1.4,afternoon
2013-09-05 15:00:00,Aotizhongxin,15,13.0,24.0,25.0,97.0,28.0,14.3,0.7,afternoon
2013-09-05 15:00:00,Changping,15,20.0,25.0,17.0,97.0,26.3,14.7,2.6,afternoon
2013-09-05 16:00:00,Aotizhongxin,16,9.0,15.0,28.0,99.0,26.3,15.4,1.6,afternoon
2013-09-05 16:00:00,Changping,16,15.0,37.0,17.0,112.0,25.6,15.0,3.3,afternoon
2013-09-05 17:00:00,Aotizhongxin,17,17.0,26.0,37.0,86.0,24.6,15.5,1.5,afternoon
2013-09-05 17:00:00,Changping,17,14.0,23.0,17.0,112.0,24.7,15.3,2.0,afternoon
2013-09-05 18:00:00,Aotizhongxin,18,27.0,100.0,48.0,85.0,22.6,17.5,1.9,evening
2013-09-05 18:00:00,Changping,18,11.0,29.0,19.0,96.0,22.7,17.4,3.7,evening
2013-09-05 19:00:00,Aotizhongxin,19,39.0,89.0,55.0,71.0,21.0,17.0,1.1,evening
2013-09-05 19:00:00,Changping,19,27.0,74.0,29.0,93.0,21.1,17.1,2.5,evening
2013-09-05 20:00:00,Aotizhongxin,20,41.0,55.0,50.0,52.0,19.9,15.7,1.7,evening
2013-09-05 20:00:00,Changping,20,40.0,57.0,30.0,79.0,19.9,16.1,2.5,evening
2013-09-05 21:00:00,Aotizhongxin,21,39.0,40.0,49.0,35.0,19.0,15.5,1.0,evening
2013-09-05 21:00:00,Changping,21,34.0,35.0,36.0,50.0,19.6,16.1,2.3,evening
2013-09-05 22:00:00,Aotizhongxin,22,45.0,40.0,43.0,34.0,19.1,15.6,1.4,evening
2013-09-05 22:00:00,Changping,22,36.0,36.0,34.0,44.0,19.3,16.0,0.5,evening
2013-09-05 23:00:00,Aotizhongxin,23,39.0,44.0,43.0,27.0,18.8,15.7,0.9,evening
2013-09-05 23:00:00,Changping,23,34.0,45.0,35.0,36.0,19.2,15.9,2.2,evening
2013-09-06 00:00:00,Aotizhongxin,0,44.0,46.0,47.0,20.0,18.7,15.9,0.7,night
2013-09-06 00:00:00,Changping,0,52.0,45.0,30.0,38.0,18.9,15.6,2.4,night
2013-09-06 01:00:00,Aotizhongxin,1,39.0,48.0,39.0,25.0,18.5,15.7,0.5,night
2013-09-06 01:00:00,Changping,1,40.0,30.0,24.0,46.0,18.9,15.8,1.0,night
2013-09-06 02:00:00,Aotizhongxin,2,52.0,39.0,36.0,24.0,18.4,16.2,0.1,night
2013-09-06 02:00:00,Changping,2,36.0,43.0,23.0,34.0,18.9,15.8,1.0,night
2013-09-06 03:00:00,Aotizhongxin,3,43.0,47.0,43.0,19.0,18.2,15.8,0.9,night
2013-09-06 04:00:00,Aotizhongxin,4,43.0,53.0,52.0,6.0,18.5,16.1,0.9,night
2013-09-06 04:00:00,Changping,4,52.0,42.0,24.0,30.0,18.6,15.8,0.9,night
2013-09-06 05:00:00,Aotizhongxin,5,45.0,46.0,48.0,12.0,18.2,16.5,1.0,night
2013-09-06 05:00:00,Changping,5,42.0,52.0,17.0,25.0,18.3,16.5,1.0,night
2013-09-06 06:00:00,Aotizhongxin,6,43.0,51.0,47.0,12.0,17.7,17.1,1.7,morning
2013-09-06 06:00:00,Changping,6,47.0,49.0,27.0,17.0,18.2,16.9,1.0,morning
2013-09-06 07:00:00,Aotizhongxin,7,36.0,49.0,52.0,6.0,18.3,17.0,0.5,morning
2013-09-06 07:00:00,Changping,7,50.0,52.0,25.0,11.0,19.9,16.5,0.6,morning
2013-09-06 08:00:00,Aotizhongxin,8,57.0,58.0,55.0,1.0,19.6,16.2,0.4,morning
2013-09-06 08:00:00,Changping,8,61.0,52.0,17.0,23.0,21.4,16.6,1.6,morning
2013-09-06 09:00:00,Aotizhongxin,9,45.0,50.0,57.0,3.0,20.9,16.3,0.9,morning
2013-09-06 09:00:00,Changping,9,42.0,46.0,20.0,41.0,21.6,16.8,1.9,morning
2013-09-06 10:00:00,Aotizhongxin,10,62.0,50.0,56.0,19.0,22.2,16.5,0.8,morning
2013-09-06 10:00:00,Changping,10,47.0,49.0,29.0,44.0,23.3,16.6,2.1,morning
2013-09-06 11:00:00,Aotizhongxin,11,61.0,43.0,50.0,45.0,23.7,16.2,0.8,morning
2013-09-06 11:00:00,Changping,11,59.0,49.0,22.0,67.0,24.2,16.5,1.9,morning
2013-09-06 12:00:00,Aotizhongxin,12,64.0,44.0,53.0,54.0,25.1,16.3,1.4,afternoon
2013-09-06 12:00:00,Changping,12,45.0,46.0,16.0,97.0,25.4,16.3,2.5,afternoon
