datetime,station,hour,PM2.5,PM10,NO2,O3,TEMP,DEWP,WSPM,time_slot,source_index
2013-09-08 02:00:00,Changping,2,34.0,36.0,12.0,79.0,17.9,15.2,0.5,night,338
2013-09-08 03:00:00,Aotizhongxin,3,90.0,156.0,79.0,1.0,18.9,16.1,0.9,night,339
2013-09-08 04:00:00,Changping,4,43.0,47.0,18.0,64.0,18.4,15.5,0.2,night,342
2013-09-08 06:00:00,Aotizhongxin,6,28.0,37.0,52.0,12.0,19.1,16.3,0.9,morning,345
2013-09-08 07:00:00,Aotizhongxin,7,28.0,45.0,46.0,14.0,19.9,15.7,1.7,morning,347
2013-09-08 07:00:00,Changping,7,47.0,68.0,15.0,49.0,19.6,16.6,0.7,morning,348
2013-09-08 08:00:00,Aotizhongxin,8,35.0,72.0,53.0,6.0,20.6,15.8,1.4,morning,349
2013-09-08 09:00:00,Changping,9,71.0,116.0,70.0,8.0,22.4,16.7,0.4,morning,352
2013-09-08 10:00:00,Aotizhongxin,10,55.0,109.0,54.0,22.0,22.6,17.3,1.3,morning,353
2013-09-08 11:00:00,Aotizhongxin,11,86.0,141.0,62.0,37.0,23.7,17.4,1.4,morning,355
2013-09-08 12:00:00,Aotizhongxin,12,86.0,148.0,68.0,38.0,24.1,17.3,1.1,afternoon,357
2013-09-08 12:00:00,Changping,12,82.0,100.0,50.0,71.0,24.1,16.6,1.0,afternoon,358
2013-09-08 13:00:00,Changping,13,85.0,100.0,25.0,108.0,24.7,16.7,1.2,afternoon,360
2013-09-08 17:00:00,Aotizhongxin,17,128.0,163.0,59.0,101.0,22.1,19.6,1.9,afternoon,367
2013-09-08 18:00:00,Aotizhongxin,18,148.0,204.0,63.0,84.0,21.1,20.3,0.1,evening,369
2013-09-08 21:00:00,Aotizhongxin,21,98.0,85.0,42.0,73.0,19.4,17.9,1.6,evening,375
2013-09-08 22:00:00,Changping,22,31.0,52.0,8.0,105.0,18.7,17.2,1.1,evening,378
2013-09-09 01:00:00,Aotizhongxin,1,25.0,36.0,48.0,46.0,18.8,18.0,1.0,night,383
2013-09-09 03:00:00,Aotizhongxin,3,50.0,52.0,81.0,12.0,18.5,17.7,0.2,night,387
2013-09-09 05:00:00,Aotizhongxin,5,40.0,44.0,59.0,21.0,19.1,17.4,1.9,night,390
2013-09-09 05:00:00,Changping,5,30.0,28.0,19.0,24.0,18.6,17.1,0.7,night,391
2013-09-09 07:00:00,Changping,7,39.0,51.0,43.0,11.0,18.9,17.0,0.7,morning,395
2013-09-09 08:00:00,Aotizhongxin,8,84.0,84.0,62.0,12.0,19.3,18.5,0.7,morning,396
2013-09-09 10:00:00,Changping,10,63.0,79.0,38.0,25.0,21.7,18.1,2.2,morning,401
2013-09-09 12:00:00,Aotizhongxin,12,109.0,88.0,55.0,73.0,25.0,16.7,1.8,afternoon,404
2013-09-09 17:00:00,Aotizhongxin,17,73.0,78.0,35.0,116.0,23.4,16.7,2.6,afternoon,414
2013-09-09 19:00:00,Aotizhongxin,19,82.0,107.0,52.0,92.0,21.9,17.1,1.1,evening,418
2013-09-09 19:00:00,Changping,19,81.0,104.0,36.0,98.0,22.5,17.4,0.8,evening,419
2013-09-09 20:00:00,Aotizhongxin,20,94.0,128.0,58.0,76.0,22.0,17.4,2.1,evening,420
2013-09-09 21:00:00,Aotizhongxin,21,97.0,122.0,58.0,60.0,21.4,17.4,2.8,evening,422
2013-09-09 21:00:00,Changping,21,97.0,114.0,35.0,61.0,21.3,17.9,0.0,evening,423
2013-09-09 22:00:00,Changping,22,90.0,104.0,31.0,60.0,20.9,17.9,0.2,evening,425
2013-09-09 23:00:00,Changping,23,97.0,109.0,30.0,47.0,20.5,17.9,0.0,evening,427
2013-09-10 03:00:00,Aotizhongxin,3,90.0,100.0,54.0,27.0,18.1,17.5,0.0,night,434
2013-09-10 04:00:00,Aotizhongxin,4,93.0,104.0,62.0,12.0,18.1,17.6,0.6,night,435
2013-09-10 05:00:00,Aotizhongxin,5,111.0,118.0,80.0,1.0,18.0,17.7,0.8,night,437
2013-09-10 06:00:00,Changping,6,79.0,83.0,42.0,1.0,19.8,15.9,0.9,morning,440
2013-09-10 09:00:00,Changping,9,33.0,33.0,24.0,22.0,25.6,10.6,2.6,morning,446
2013-09-10 14:00:00,Aotizhongxin,14,3.0,6.0,19.0,68.0,29.7,4.3,3.4,afternoon,455
2013-09-10 14:00:00,Changping,14,3.0,6.0,28.0,64.0,29.4,6.1,3.3,afternoon,456
2013-09-10 15:00:00,Aotizhongxin,15,12.0,6.0,19.0,81.0,29.6,5.6,2.2,afternoon,457
2013-09-10 17:00:00,Changping,17,6.0,11.0,31.0,62.0,27.7,6.4,1.6,afternoon,460
2013-09-10 19:00:00,Changping,19,13.0,51.0,63.0,25.0,20.2,11.1,1.2,evening,462
2013-09-10 21:00:00,Aotizhongxin,21,32.0,104.0,103.0,1.0,16.7,12.8,0.4,evening,464
2013-09-10 21:00:00,Changping,21,23.0,43.0,51.0,10.0,18.4,10.0,0.9,evening,465
2013-09-10 23:00:00,Aotizhongxin,23,29.0,103.0,93.0,1.0,16.3,11.4,0.8,evening,468
2013-09-11 01:00:00,Changping,1,7.0,14.0,27.0,25.0,15.2,9.8,0.9,night,473
2013-09-11 02:00:00,Changping,2,6.0,18.0,27.0,20.0,15.6,9.3,0.0,night,475
2013-09-11 03:00:00,Aotizhongxin,3,23.0,40.0,51.0,1.0,14.3,11.6,0.0,night,476
2013-09-11 03:00:00,Changping,3,6.0,9.0,25.0,19.0,14.3,9.9,0.0,night,477
2013-09-11 05:00:00,Aotizhongxin,5,16.0,44.0,55.0,1.0,14.2,11.4,1.4,night,480
2013-09-11 06:00:00,Aotizhongxin,6,18.0,59.0,61.0,1.0,15.0,11.6,1.0,morning,482
2013-09-11 10:00:00,Changping,10,69.0,170.0,32.0,55.0,24.4,15.9,2.1,morning,491
2013-09-11 11:00:00,Changping,11,126.0,180.0,29.0,98.0,25.5,14.6,2.4,morning,493
2013-09-11 12:00:00,Aotizhongxin,12,97.0,159.0,98.0,57.0,27.8,15.5,3.4,afternoon,494
2013-09-11 13:00:00,Aotizhongxin,13,95.0,131.0,89.0,90.0,28.6,16.8,3.2,afternoon,496
2013-09-11 15:00:00,Changping,15,98.0,139.0,42.0,182.0,28.7,16.3,1.5,afternoon,501
2013-09-11 16:00:00,Changping,16,94.0,128.0,40.0,190.0,28.3,16.9,3.4,afternoon,503
2013-09-11 17:00:00,Aotizhongxin,17,72.0,119.0,49.0,163.0,26.7,17.7,2.3,afternoon,504
2013-09-11 18:00:00,Aotizhongxin,18,74.0,141.0,51.0,156.0,25.5,17.2,1.6,evening,506
2013-09-11 18:00:00,Changping,18,85.0,126.0,30.0,194.0,26.2,17.0,1.5,evening,507
2013-09-11 20:00:00,Aotizhongxin,20,78.0,112.0,65.0,111.0,23.8,16.3,2.0,evening,510
2013-09-11 21:00:00,Changping,21,101.0,141.0,55.0,86.0,22.5,17.2,0.0,evening,513
2013-09-11 23:00:00,Aotizhongxin,23,85.0,149.0,63.0,79.0,19.6,17.0,0.8,evening,516
2013-09-11 23:00:00,Changping,23,98.0,124.0,44.0,69.0,20.8,16.8,0.7,evening,517
2013-09-12 01:00:00,Aotizhongxin,1,102.0,152.0,94.0,36.0,18.3,16.8,0.4,night,520
2013-09-12 01:00:00,Changping,1,83.0,93.0,17.0,79.0,19.0,16.6,0.9,night,521
2013-09-12 03:00:00,Aotizhongxin,3,111.0,157.0,114.0,6.0,17.8,17.3,1.0,night,524
2013-09-12 03:00:00,Changping,3,84.0,90.0,16.0,63.0,17.8,16.3,0.6,night,525
2013-09-12 08:00:00,Aotizhongxin,8,141.0,209.0,90.0,1.0,20.9,17.3,1.6,morning,534
2013-09-12 10:00:00,Changping,10,142.0,171.0,74.0,10.0,23.3,17.3,0.5,morning,539
2013-09-12 12:00:00,Changping,12,144.0,167.0,51.0,92.0,24.4,18.1,2.0,afternoon,543
2013-09-12 17:00:00,Aotizhongxin,17,156.0,185.0,109.0,74.0,23.7,19.0,0.5,afternoon,552
2013-09-12 19:00:00,Changping,19,179.0,185.0,67.0,72.0,22.9,18.2,0.6,evening,557
2013-09-12 20:00:00,Aotizhongxin,20,191.0,254.0,143.0,29.0,22.3,19.5,0.2,evening,558
2013-09-12 21:00:00,Aotizhongxin,21,206.0,253.0,144.0,5.0,21.7,19.8,0.8,evening,560
2013-09-12 22:00:00,Changping,22,214.0,239.0,126.0,1.0,19.8,18.8,1.5,evening,563
2013-09-12 23:00:00,Aotizhongxin,23,144.0,265.0,96.0,41.0,19.0,18.3,1.1,evening,564
2013-09-13 00:00:00,Aotizhongxin,0,54.0,43.0,49.0,53.0,19.2,17.2,2.5,night,566
2013-09-13 01:00:00,Aotizhongxin,1,90.0,51.0,49.0,46.0,19.0,17.0,2.8,night,568
2013-09-13 05:00:00,Aotizhongxin,5,41.0,58.0,32.0,35.0,17.9,17.6,0.9,night,575
2013-09-13 05:00:00,Changping,5,61.0,33.0,12.0,26.0,17.5,17.0,0.6,night,576
2013-09-13 07:00:00,Changping,7,41.0,47.0,31.0,1.0,18.6,17.6,1.2,morning,580
2013-09-13 08:00:00,Aotizhongxin,8,68.0,47.0,78.0,1.0,18.9,18.1,1.2,morning,581
2013-09-13 09:00:00,Aotizhongxin,9,44.0,46.0,80.0,1.0,19.1,18.1,1.4,morning,583
2013-09-13 10:00:00,Aotizhongxin,10,58.0,73.0,82.0,1.0,19.6,18.3,1.8,morning,585
2013-09-13 12:00:00,Changping,12,57.0,80.0,26.0,25.0,20.5,18.1,0.9,afternoon,590
2013-09-13 14:00:00,Changping,14,79.0,100.0,39.0,24.0,20.2,18.3,1.2,afternoon,594
2013-09-13 15:00:00,Aotizhongxin,15,108.0,136.0,75.0,1.0,20.3,19.1,1.4,afternoon,595
2013-09-13 16:00:00,Aotizhongxin,16,124.0,181.0,77.0,1.0,20.3,19.3,1.1,afternoon,597
2013-09-13 17:00:00,Aotizhongxin,17,125.0,156.0,73.0,1.0,20.2,19.5,1.2,afternoon,599
2013-09-13 18:00:00,Aotizhongxin,18,130.0,165.0,70.0,1.0,19.9,19.2,1.0,evening,601
2013-09-13 22:00:00,Aotizhongxin,22,67.0,72.0,61.0,1.0,19.9,19.7,1.0,evening,609
2013-09-14 01:00:00,Changping,1,47.0,23.0,45.0,1.0,19.5,19.2,0.0,night,616
2013-09-14 03:00:00,Aotizhongxin,3,75.0,90.0,53.0,1.0,19.0,18.8,1.0,night,618
2013-09-14 07:00:00,Changping,7,43.0,59.0,31.0,1.0,19.3,19.0,0.4,morning,624
2013-09-14 08:00:00,Changping,8,53.0,99.0,42.0,1.0,21.3,19.2,1.2,morning,626
2013-09-14 09:00:00,Changping,9,76.0,87.0,47.0,5.0,24.2,18.6,0.6,morning,628
2013-09-14 12:00:00,Aotizhongxin,12,42.0,42.0,47.0,57.0,31.1,12.0,2.1,afternoon,633
2013-09-14 12:00:00,Changping,12,26.0,26.0,17.0,65.0,30.3,9.2,2.2,afternoon,634
2013-09-14 15:00:00,Aotizhongxin,15,12.0,12.0,14.0,86.0,31.3,7.7,1.5,afternoon,639
2013-09-14 15:00:00,Changping,15,6.0,14.0,38.0,71.0,31.3,2.5,2.1,afternoon,640
2013-09-14 16:00:00,Changping,16,11.0,14.0,26.0,80.0,30.5,5.0,1.7,afternoon,642
2013-09-14 18:00:00,Aotizhongxin,18,12.0,12.0,29.0,68.0,21.3,11.6,0.5,evening,645
2013-09-14 18:00:00,Changping,18,3.0,17.0,26.0,64.0,25.2,4.9,1.1,evening,646
2013-09-14 19:00:00,Aotizhongxin,19,15.0,47.0,58.0,33.0,19.6,10.6,0.6,evening,647
2013-09-14 21:00:00,Aotizhongxin,21,24.0,60.0,79.0,1.0,18.7,10.0,0.0,evening,651
2013-09-15 01:00:00,Changping,1,8.0,28.0,44.0,20.0,16.2,6.3,0.6,night,660
2013-09-15 02:00:00,Changping,2,8.0,28.0,32.0,30.0,16.2,5.5,0.9,night,662
2013-09-15 05:00:00,Aotizhongxin,5,21.0,99.0,57.0,1.0,15.7,11.5,0.0,night,667
2013-09-15 13:00:00,Aotizhongxin,13,24.0,58.0,50.0,47.0,26.7,9.5,1.7,afternoon,683
2013-09-15 15:00:00,Aotizhongxin,15,30.0,73.0,38.0,82.0,25.1,12.0,1.8,afternoon,687
2013-09-15 17:00:00,Aotizhongxin,17,23.0,70.0,49.0,66.0,23.1,12.1,1.3,afternoon,691
2013-09-15 17:00:00,Changping,17,32.0,91.0,43.0,105.0,23.9,9.5,1.8,afternoon,692
2013-09-15 23:00:00,Aotizhongxin,23,27.0,87.0,61.0,22.0,18.6,15.3,1.0,evening,703
2013-09-15 23:00:00,Changping,23,36.0,68.0,57.0,20.0,17.8,12.0,0.8,evening,704
2013-09-16 00:00:00,Changping,0,38.0,68.0,61.0,10.0,17.4,12.5,0.0,night,706
2013-09-16 02:00:00,Aotizhongxin,2,22.0,54.0,58.0,10.0,16.9,15.4,0.0,night,709
2013-09-16 03:00:00,Aotizhongxin,3,27.0,59.0,74.0,1.0,16.7,14.9,1.0,night,711
2013-09-16 04:00:00,Changping,4,37.0,63.0,45.0,7.0,15.5,13.2,0.8,night,714
2013-09-16 09:00:00,Aotizhongxin,9,54.0,114.0,66.0,1.0,20.2,14.6,1.2,morning,723
2013-09-16 10:00:00,Aotizhongxin,10,61.0,135.0,76.0,1.0,22.0,15.6,1.4,morning,725
2013-09-16 11:00:00,Changping,11,45.0,86.0,31.0,44.0,23.7,14.9,2.8,morning,728
2013-09-16 15:00:00,Aotizhongxin,15,44.0,80.0,44.0,90.0,24.8,14.3,1.6,afternoon,733
2013-09-16 16:00:00,Aotizhongxin,16,30.0,51.0,45.0,76.0,24.1,15.0,1.7,afternoon,734
2013-09-16 17:00:00,Aotizhongxin,17,34.0,99.0,57.0,64.0,23.0,15.6,2.2,afternoon,735
2013-09-16 23:00:00,Aotizhongxin,23,67.0,113.0,94.0,1.0,19.4,18.1,0.2,evening,741
2013-09-17 08:00:00,Aotizhongxin,8,74.0,114.0,66.0,1.0,20.5,17.7,1.6,morning,750
2013-09-17 09:00:00,Changping,9,75.0,105.0,60.0,3.0,21.1,17.1,0.7,morning,752
2013-09-17 10:00:00,Changping,10,92.0,136.0,65.0,4.0,22.1,17.5,0.0,morning,754
2013-09-17 12:00:00,Aotizhongxin,12,85.0,100.0,71.0,1.0,20.3,19.6,1.0,afternoon,757
2013-09-17 18:00:00,Aotizhongxin,18,89.0,100.0,82.0,1.0,19.4,18.9,0.6,evening,769
2013-09-17 23:00:00,Changping,23,93.0,101.0,72.0,4.0,20.1,18.4,0.1,evening,780
2013-09-18 03:00:00,Aotizhongxin,3,101.0,112.0,56.0,1.0,19.8,19.5,0.5,night,787
2013-09-18 05:00:00,Changping,5,118.0,74.0,61.0,5.0,19.4,19.1,0.4,night,792
2013-09-18 07:00:00,Aotizhongxin,7,113.0,61.0,52.0,1.0,20.1,19.9,0.5,morning,795
2013-09-18 08:00:00,Aotizhongxin,8,113.0,84.0,52.0,1.0,20.2,20.0,0.7,morning,797
2013-09-18 09:00:00,Aotizhongxin,9,113.0,84.0,52.0,1.0,20.7,20.5,0.7,morning,799
2013-09-18 11:00:00,Aotizhongxin,11,136.0,94.0,70.0,1.0,21.1,20.9,1.1,morning,803
2013-09-18 11:00:00,Changping,11,90.0,63.0,57.0,10.0,21.4,19.9,1.7,morning,804
2013-09-18 15:00:00,Aotizhongxin,15,109.0,92.0,46.0,48.0,24.0,20.1,0.8,afternoon,811
2013-09-18 17:00:00,Aotizhongxin,17,98.0,100.0,54.0,60.0,23.3,20.2,0.8,afternoon,815
2013-09-18 20:00:00,Changping,20,116.0,119.0,36.0,100.0,22.9,18.9,1.2,evening,822
2013-09-18 21:00:00,Aotizhongxin,21,109.0,119.0,79.0,31.0,21.9,19.3,1.6,evening,823
2013-09-18 23:00:00,Aotizhongxin,23,86.0,102.0,63.0,23.0,21.0,19.1,1.2,evening,827
2013-09-19 00:00:00,Aotizhongxin,0,81.0,90.0,58.0,17.0,20.9,19.2,0.6,night,829
2013-09-19 01:00:00,Changping,1,101.0,104.0,39.0,46.0,20.7,18.3,1.1,night,832
2013-09-19 02:00:00,Changping,2,110.0,105.0,37.0,42.0,20.5,18.3,0.4,night,834
2013-09-19 03:00:00,Aotizhongxin,3,88.0,106.0,51.0,7.0,19.6,18.8,1.2,night,835
2013-09-19 05:00:00,Changping,5,110.0,94.0,37.0,42.0,19.9,18.7,0.4,night,839
2013-09-19 06:00:00,Changping,6,110.0,99.0,37.0,42.0,19.5,19.0,1.0,morning,841
2013-09-19 07:00:00,Aotizhongxin,7,88.0,106.0,51.0,7.0,20.2,19.0,0.8,morning,842
2013-09-19 09:00:00,Changping,9,75.0,45.0,36.0,14.0,20.2,19.5,0.5,morning,846
2013-09-19 10:00:00,Aotizhongxin,10,109.0,131.0,62.0,1.0,21.1,19.7,0.6,morning,847
2013-09-19 10:00:00,Changping,10,79.0,57.0,43.0,10.0,21.7,19.4,0.1,morning,848
2013-09-19 11:00:00,Aotizhongxin,11,128.0,131.0,66.0,1.0,23.0,20.1,1.0,morning,849
2013-09-19 13:00:00,Aotizhongxin,13,131.0,110.0,70.0,34.0,26.1,20.4,2.0,afternoon,853
2013-09-19 14:00:00,Aotizhongxin,14,128.0,78.0,69.0,61.0,25.9,20.9,1.7,afternoon,855
2013-09-19 15:00:00,Changping,15,124.0,91.0,37.0,132.0,26.0,19.9,0.9,afternoon,858
2013-09-19 16:00:00,Aotizhongxin,16,96.0,115.0,51.0,115.0,24.0,20.5,3.1,afternoon,859
2013-09-19 17:00:00,Changping,17,123.0,86.0,45.0,134.0,24.5,19.8,1.2,afternoon,862
2013-09-19 18:00:00,Aotizhongxin,18,96.0,115.0,51.0,115.0,22.7,20.2,2.8,evening,863
2013-09-19 18:00:00,Changping,18,123.0,103.0,45.0,134.0,23.6,20.1,0.0,evening,864
2013-09-19 19:00:00,Changping,19,106.0,112.0,48.0,109.0,22.2,19.9,0.5,evening,866
2013-09-19 21:00:00,Aotizhongxin,21,127.0,103.0,56.0,28.0,19.8,19.3,0.7,evening,869
2013-09-19 23:00:00,Aotizhongxin,23,121.0,90.0,60.0,4.0,19.8,19.6,1.2,evening,873
2013-09-20 01:00:00,Changping,1,89.0,59.0,21.0,54.0,17.7,16.0,0.4,night,878
2013-09-20 03:00:00,Changping,3,49.0,19.0,23.0,41.0,18.9,11.5,1.3,night,882
2013-09-20 04:00:00,Aotizhongxin,4,132.0,133.0,42.0,1.0,17.0,16.0,2.3,night,883
2013-09-20 04:00:00,Changping,4,24.0,13.0,41.0,26.0,18.5,11.8,1.2,night,884
2013-09-20 06:00:00,Changping,6,14.0,18.0,34.0,46.0,19.1,10.4,0.6,morning,888
2013-09-20 07:00:00,Changping,7,16.0,26.0,42.0,35.0,22.1,10.6,0.6,morning,890
2013-09-20 09:00:00,Changping,9,3.0,8.0,33.0,62.0,25.9,10.1,0.9,morning,894
2013-09-20 10:00:00,Changping,10,5.0,6.0,27.0,80.0,26.7,9.5,0.7,morning,896
2013-09-20 11:00:00,Aotizhongxin,11,3.0,7.0,21.0,62.0,27.7,10.8,2.2,morning,897
