datetime,week_start,station,time_slot,PM2.5,PM10,NO2,O3,TEMP,WSPM,source_rows,source_index
2013-05-07,2013-05-07,Changping,night,58.0,55.0,37.5,43.0,16.85,0.9,40,87
2013-05-14,2013-05-14,Aotizhongxin,afternoon,63.0,145.0,29.0,133.0,25.6,2.6,41,88
2013-05-14,2013-05-14,Aotizhongxin,evening,54.5,138.5,39.0,115.5,22.0,2.1500000000000004,42,89
2013-05-14,2013-05-14,Aotizhongxin,morning,83.0,125.0,53.0,28.0,21.2,1.9,41,90
2013-05-14,2013-05-14,Aotizhongxin,night,62.5,105.5,84.5,7.0,17.15,1.0,42,91
2013-05-14,2013-05-14,Changping,afternoon,65.5,130.0,23.0,118.0,25.9,3.05,40,92
2013-05-14,2013-05-14,Changping,evening,60.0,150.0,32.0,128.0,22.15,1.65,42,93
2013-05-14,2013-05-14,Changping,morning,54.5,108.0,41.0,46.0,21.1,1.7,42,94
2013-05-14,2013-05-14,Changping,night,47.0,83.0,36.0,57.0,18.0,1.7,41,95
2013-05-21,2013-05-21,Aotizhongxin,afternoon,85.5,147.5,50.5,131.5,27.25,1.8,42,96
2013-05-21,2013-05-21,Aotizhongxin,evening,72.0,109.0,65.5,58.0,21.5,0.8,42,97
2013-05-21,2013-05-21,Aotizhongxin,morning,76.5,134.0,69.5,17.0,23.45,1.2,36,98
2013-05-21,2013-05-21,Aotizhongxin,night,60.5,123.0,80.0,4.9633,18.35,0.8,32,99
2013-05-21,2013-05-21,Changping,afternoon,77.0,128.0,30.5,126.0,28.05,2.45,42,100
2013-05-21,2013-05-21,Changping,evening,76.0,108.0,40.5,85.5,23.0,1.25,42,101
2013-05-21,2013-05-21,Changping,morning,51.0,108.5,41.5,48.5,23.5,1.35,42,102
2013-05-21,2013-05-21,Changping,night,50.0,95.5,29.5,63.0,18.950000000000003,0.8,40,103
2013-05-28,2013-05-28,Aotizhongxin,afternoon,59.0,94.0,46.5,138.0,29.4,2.6,42,104
2013-05-28,2013-05-28,Aotizhongxin,evening,70.0,140.0,55.0,104.5,23.35,1.2,42,105
2013-05-28,2013-05-28,Aotizhongxin,morning,98.5,156.0,69.0,44.0,22.7,1.3,42,106
2013-05-28,2013-05-28,Aotizhongxin,night,63.0,123.5,65.5,31.0,18.45,0.8,42,107
2013-05-28,2013-05-28,Changping,afternoon,62.0,68.0,26.0,128.0,29.9,2.6,41,108
2013-05-28,2013-05-28,Changping,evening,76.5,157.5,35.5,102.0,24.200000000000003,1.0,38,109
2013-05-28,2013-05-28,Changping,morning,90.5,126.5,41.0,58.5,23.15,1.45,36,110
2013-05-28,2013-05-28,Changping,night,63.5,103.0,26.0,58.5,18.85,0.7,34,111
2013-06-04,2013-06-04,Aotizhongxin,afternoon,115.0,123.0,58.0,30.0,20.0,1.2,41,112
2013-06-04,2013-06-04,Aotizhongxin,evening,132.0,139.5,77.0,8.0,19.85,0.95,42,113
2013-06-04,2013-06-04,Aotizhongxin,morning,95.0,97.5,57.5,10.0,19.35,1.05,42,114
2013-06-04,2013-06-04,Aotizhongxin,night,133.5,148.0,67.0,7.0,19.55,0.7,42,115
2013-06-04,2013-06-04,Changping,afternoon,100.0,75.0,39.0,24.2046,19.5,1.1,41,116
2013-06-04,2013-06-04,Changping,evening,99.0,85.0,45.9872,4.0,19.7,0.6,41,117
2013-06-04,2013-06-04,Changping,morning,98.5,64.0,29.5,12.9976,19.15,1.25,42,118
2013-06-04,2013-06-04,Changping,night,113.0,91.0,32.0,10.0,19.6,0.7,39,119
2013-06-11,2013-06-11,Aotizhongxin,afternoon,123.0,149.0,64.0,162.0,29.1,2.0,41,120
2013-06-11,2013-06-11,Aotizhongxin,evening,110.0,130.0,90.0,125.0,24.05,1.25,42,121
2013-06-11,2013-06-11,Aotizhongxin,morning,82.5,127.5,86.5,47.0,23.75,1.4,42,122
2013-06-11,2013-06-11,Aotizhongxin,night,75.0,98.0,88.0,44.0,20.6,1.1,41,123
2013-06-11,2013-06-11,Changping,afternoon,20.0,130.0,17.5,179.5,28.4,2.1500000000000004,38,124
2013-06-11,2013-06-11,Changping,evening,114.0,159.0,35.0,149.0,25.4,1.3,39,125
2013-06-11,2013-06-11,Changping,morning,49.5,96.0,32.0,71.3785,23.7,1.2,40,126
2013-06-11,2013-06-11,Changping,night,75.0,108.0,23.6095,81.8244,20.5,0.6,41,127
2013-06-18,2013-06-18,Aotizhongxin,afternoon,34.0,61.0,54.0,156.0,28.8,1.8,41,128
2013-06-18,2013-06-18,Aotizhongxin,evening,48.0,76.0,65.0801,102.1734,25.25,1.35,36,129
2013-06-18,2013-06-18,Aotizhongxin,morning,64.5,108.5,73.80535,34.9928,26.8,1.3,38,130
2013-06-18,2013-06-18,Aotizhongxin,night,57.5,87.5,64.77215,38.0,21.9,0.6499999999999999,24,131
2013-06-18,2013-06-18,Changping,afternoon,25.0,44.0,18.635849999999998,166.46699999999998,30.15,1.8,42,132
2013-06-18,2013-06-18,Changping,evening,18.0,73.0,32.0,118.9399,26.1,1.05,40,133
2013-06-18,2013-06-18,Changping,morning,45.0,86.0,32.0,56.3346,27.1,1.1,41,134
2013-06-18,2013-06-18,Changping,night,17.5,53.5,22.7915,72.0,23.25,0.75,36,135
2013-06-25,2013-06-25,Aotizhongxin,afternoon,181.0,191.0,63.0,85.0,26.5,1.5,41,136
2013-06-25,2013-06-25,Aotizhongxin,evening,173.5,175.0,79.0,27.6017,24.950000000000003,1.05,36,137
2013-06-25,2013-06-25,Aotizhongxin,morning,171.0,144.0,60.0,27.2034,24.7,1.3,39,138
2013-06-25,2013-06-25,Aotizhongxin,night,143.0,83.5,65.38804999999999,32.5644,22.55,0.8500000000000001,28,139
2013-06-25,2013-06-25,Changping,afternoon,165.0,168.0,31.2056,72.828,25.8,1.5,37,140
2013-06-25,2013-06-25,Changping,evening,123.5,143.0,35.5169,55.3707,24.55,1.1,40,141
2013-06-25,2013-06-25,Changping,morning,81.0,109.0,29.7685,35.9856,24.5,1.6,39,142
2013-06-25,2013-06-25,Changping,night,43.0,64.0,24.71535,46.053,23.9,0.6499999999999999,34,143
2013-07-02,2013-07-02,Aotizhongxin,afternoon,23.5,36.0,37.0,154.5,34.1,2.0,42,144
2013-07-02,2013-07-02,Aotizhongxin,evening,37.0,118.0,58.5,92.0,27.5,1.2000000000000002,42,145
2013-07-02,2013-07-02,Aotizhongxin,morning,35.0,62.5,53.5,62.5,28.75,1.6,42,146
2013-07-02,2013-07-02,Aotizhongxin,night,29.0,56.0,54.5,38.5,23.0,0.9,40,147
2013-07-02,2013-07-02,Changping,afternoon,35.5,47.5,11.7484,139.5,34.099999999999994,2.3,36,148
2013-07-02,2013-07-02,Changping,evening,28.0,78.0,20.0,88.0,26.9,1.0,41,149
2013-07-02,2013-07-02,Changping,morning,23.0,43.0,26.0,54.4068,29.5,1.3,39,150
2013-07-02,2013-07-02,Changping,night,20.0,26.0,20.0,58.0,23.7,0.9,31,151
2013-07-09,2013-07-09,Aotizhongxin,afternoon,42.0,56.0,44.0,65.0,27.5,1.1,41,152
2013-07-09,2013-07-09,Aotizhongxin,evening,50.0,64.0,55.0,47.0,24.0,1.3,41,153
2013-07-09,2013-07-09,Aotizhongxin,morning,63.5,62.5,49.0,8.5,24.95,1.0,40,154
2013-07-09,2013-07-09,Aotizhongxin,night,69.0,68.0,59.0,6.0,22.8,0.9,37,155
2013-07-09,2013-07-09,Changping,afternoon,36.0,45.0,16.0,87.5,28.45,1.4,42,156
2013-07-09,2013-07-09,Changping,evening,42.5,57.0,28.0,73.3779,24.25,0.9,42,157
2013-07-09,2013-07-09,Changping,morning,43.5,49.0,30.0,21.0,25.299999999999997,0.9,42,158
2013-07-09,2013-07-09,Changping,night,50.5,39.0,19.5,35.0,22.75,0.8,38,159
2013-07-16,2013-07-16,Aotizhongxin,afternoon,69.0,82.5,34.0,144.0,30.65,1.95,42,160
2013-07-16,2013-07-16,Aotizhongxin,evening,78.5,104.5,49.0,111.5,26.4,1.2,42,161
2013-07-16,2013-07-16,Aotizhongxin,morning,105.0,120.0,56.0,41.0,27.2,1.2,41,162
2013-07-16,2013-07-16,Aotizhongxin,night,84.0,105.0,62.0,19.0,23.3,0.8,39,163
2013-07-16,2013-07-16,Changping,afternoon,93.0,102.0,19.0,105.0,31.0,1.95,38,164
2013-07-16,2013-07-16,Changping,evening,56.0,80.0,27.5,90.5,26.75,1.0,40,165
2013-07-16,2013-07-16,Changping,morning,76.5,93.5,25.33125,45.0,27.05,1.05,42,166
2013-07-16,2013-07-16,Changping,night,53.0,52.5,15.5,46.5,23.35,0.6499999999999999,40,167
2013-07-23,2013-07-23,Aotizhongxin,afternoon,46.0,52.5,37.5,119.5,30.8,1.8,42,168
2013-07-23,2013-07-23,Aotizhongxin,evening,48.5,80.0,65.5,68.5,27.05,0.8500000000000001,42,169
2013-07-23,2013-07-23,Aotizhongxin,morning,48.5,71.0,50.0,19.5,26.95,0.9,42,170
2013-07-23,2013-07-23,Aotizhongxin,night,55.0,95.0,65.0,2.0,24.4,0.9,39,171
2013-07-23,2013-07-23,Changping,afternoon,42.5,46.5,17.0,129.0,32.25,1.8,42,172
2013-07-23,2013-07-23,Changping,evening,45.5,65.5,36.5,90.0,27.3,0.9,42,173
2013-07-23,2013-07-23,Changping,morning,30.0,52.5,32.0,35.0,28.65,1.15,42,174
2013-07-23,2013-07-23,Changping,night,38.0,32.0,23.0,45.0,24.6,0.8,39,175
2013-07-30,2013-07-30,Aotizhongxin,afternoon,58.0,65.0,40.0,198.4965,32.1,1.65,42,176
2013-07-30,2013-07-30,Aotizhongxin,evening,55.5,76.0,41.0,126.08250000000001,25.15,1.25,42,177
2013-07-30,2013-07-30,Aotizhongxin,morning,43.0,47.5,52.0,36.849599999999995,26.55,1.2,42,178
2013-07-30,2013-07-30,Aotizhongxin,night,50.0,57.0,53.791650000000004,26.959699999999998,21.65,0.8,38,179
2013-07-30,2013-07-30,Changping,afternoon,44.0,71.0,22.5,220.0,31.85,1.8,42,180
2013-07-30,2013-07-30,Changping,evening,36.0,64.5,24.5,147.0,24.85,1.2999999999999998,42,181
2013-07-30,2013-07-30,Changping,morning,29.0,41.0,24.5,66.5,27.0,1.35,42,182
2013-07-30,2013-07-30,Changping,night,26.0,19.0,21.0,62.5,21.950000000000003,0.8,38,183
2013-08-06,2013-08-06,Aotizhongxin,afternoon,45.5,90.0,41.0,149.0,32.95,1.9,42,184
2013-08-06,2013-08-06,Aotizhongxin,evening,48.5,94.5,44.0,110.2636,28.1,1.0,40,185
2013-08-06,2013-08-06,Aotizhongxin,morning,41.0,53.0,52.0731,37.0,28.15,1.2,40,186
2013-08-06,2013-08-06,Aotizhongxin,night,52.0,47.0,52.0,45.8388,24.5,0.8,31,187
2013-08-06,2013-08-06,Changping,afternoon,41.0,55.0,12.0,145.0,31.8,1.7,29,188
2013-08-06,2013-08-06,Changping,evening,43.0,67.0,17.0,113.5,28.1,1.2,42,189
2013-08-06,2013-08-06,Changping,morning,55.0,54.0,22.0,46.0,28.3,1.4,37,190
2013-08-06,2013-08-06,Changping,night,44.0,55.5,14.5,55.5,24.65,0.9,38,191
2013-08-13,2013-08-13,Aotizhongxin,afternoon,70.0,88.0,38.0,129.5,32.9,1.5,42,192
2013-08-13,2013-08-13,Aotizhongxin,evening,87.5,109.5,49.0,113.0,28.8,1.0,42,193
2013-08-13,2013-08-13,Aotizhongxin,morning,55.0,63.0,61.5,20.5,29.5,1.3,42,194
2013-08-13,2013-08-13,Aotizhongxin,night,61.0,72.0,64.0,29.0,25.75,1.0,40,195
2013-08-13,2013-08-13,Changping,afternoon,98.0,107.0,16.5,143.5,32.3,2.1,42,196
2013-08-13,2013-08-13,Changping,evening,90.5,109.5,24.0,103.5,29.15,1.1,42,197
2013-08-13,2013-08-13,Changping,morning,69.0,76.5,27.5,45.5,29.15,1.2,42,198
2013-08-13,2013-08-13,Changping,night,70.5,63.0,21.5,44.0,26.7,0.8,40,199
2013-08-20,2013-08-20,Aotizhongxin,afternoon,37.5,64.0,39.5,128.5,32.599999999999994,1.5,42,200
2013-08-20,2013-08-20,Aotizhongxin,evening,71.5,108.0,63.0,86.5,24.35,0.7,42,201
2013-08-20,2013-08-20,Aotizhongxin,morning,71.0,104.0,71.0,11.0,26.6,1.1,41,202
2013-08-20,2013-08-20,Aotizhongxin,night,66.5,124.0,85.5,1.0,22.200000000000003,0.8500000000000001,40,203
2013-08-20,2013-08-20,Changping,afternoon,32.5,70.5,15.0,145.5,32.7,2.3,42,204
2013-08-20,2013-08-20,Changping,evening,76.0,88.0,28.5,104.0,25.1,0.9,42,205
2013-08-20,2013-08-20,Changping,morning,38.0,66.5,33.5,49.5,27.3,1.0,42,206
2013-08-20,2013-08-20,Changping,night,29.5,52.0,22.0,72.5,22.8,0.6,40,207
2013-08-27,2013-08-27,Aotizhongxin,afternoon,30.0,51.0,32.0,66.0,27.1,1.7,41,208
2013-08-27,2013-08-27,Aotizhongxin,evening,32.5,65.5,53.0,56.5,22.0,1.0,36,209
2013-08-27,2013-08-27,Aotizhongxin,morning,34.0,51.0,50.0,17.0,23.2,1.4,37,210
2013-08-27,2013-08-27,Aotizhongxin,night,28.0,52.0,51.0,17.0,19.0,1.0,35,211
2013-08-27,2013-08-27,Changping,afternoon,32.5,48.0,13.5,72.5,26.6,1.45,40,212
2013-08-27,2013-08-27,Changping,evening,25.5,54.0,23.5,54.5,21.75,0.95,42,213
2013-08-27,2013-08-27,Changping,morning,30.5,47.5,23.0,36.0,23.35,1.35,42,214
2013-08-27,2013-08-27,Changping,night,32.5,35.0,23.0,36.0,19.85,1.2,36,215
2013-09-03,2013-09-03,Aotizhongxin,afternoon,64.0,63.0,41.5,100.0,25.4,1.3,42,216
2013-09-03,2013-09-03,Aotizhongxin,evening,87.5,107.0,57.0,71.0,20.5,1.1,42,217
2013-09-03,2013-09-03,Aotizhongxin,morning,58.0,67.0,52.0,22.0,20.85,1.15,42,218
2013-09-03,2013-09-03,Aotizhongxin,night,80.0,75.0,62.0,14.0,18.6,0.9,41,219
2013-09-03,2013-09-03,Changping,afternoon,56.0,58.5,17.0,130.0,25.4,1.5,42,220
2013-09-03,2013-09-03,Changping,evening,77.0,87.5,29.5,86.5,20.9,0.9,42,221
2013-09-03,2013-09-03,Changping,morning,48.5,51.0,26.5,35.0,21.45,1.0,42,222
2013-09-03,2013-09-03,Changping,night,41.0,45.0,17.0,60.0,18.5,0.8,40,223
2013-09-10,2013-09-10,Aotizhongxin,afternoon,53.5,85.5,50.0,75.5,25.6,1.65,40,224
2013-09-10,2013-09-10,Aotizhongxin,evening,62.0,117.0,70.0,5.0,19.9,0.8,39,225
2013-09-10,2013-09-10,Aotizhongxin,morning,62.5,84.0,67.5,1.0,20.799999999999997,1.4,42,226
2013-09-10,2013-09-10,Aotizhongxin,night,50.0,90.0,62.0,1.0,17.7,0.8,39,227
2013-09-10,2013-09-10,Changping,afternoon,33.0,91.0,29.0,75.0,26.0,1.6,37,228
2013-09-10,2013-09-10,Changping,evening,47.5,101.5,49.5,34.5,19.85,0.8,36,229
2013-09-10,2013-09-10,Changping,morning,43.5,64.0,37.0,12.0,21.1,1.0,42,230
2013-09-10,2013-09-10,Changping,night,41.0,38.0,31.0,20.0,17.4,0.6,39,231
2013-09-17,2013-09-17,Aotizhongxin,afternoon,81.5,89.0,52.5,21.0,23.1,1.25,42,232
2013-09-17,2013-09-17,Aotizhongxin,evening,81.0,101.0,62.5,1.0,19.8,0.6499999999999999,42,233
2013-09-17,2013-09-17,Aotizhongxin,morning,61.5,85.0,52.5,1.0,20.35,1.1,40,234
2013-09-17,2013-09-17,Aotizhongxin,night,88.0,112.0,67.5,1.0,19.55,0.9,42,235
2013-09-17,2013-09-17,Changping,afternoon,87.5,79.5,45.0,39.5,23.25,1.3,42,236
2013-09-17,2013-09-17,Changping,evening,73.0,82.0,47.0,38.0,20.35,0.6499999999999999,42,237
2013-09-17,2013-09-17,Changping,morning,75.0,59.0,44.0,16.0,20.2,0.8,39,238
2013-09-17,2013-09-17,Changping,night,78.5,74.5,41.0,33.0,19.299999999999997,0.7,34,239
2013-09-24,2013-09-24,Aotizhongxin,afternoon,110.0,116.0,65.0,60.0,21.2,1.3,41,240
2013-09-24,2013-09-24,Aotizhongxin,evening,171.0,186.5,94.0,16.1041,14.75,0.6499999999999999,42,241
2013-09-24,2013-09-24,Aotizhongxin,morning,83.5,110.5,69.5,1.0,17.15,1.1,42,242
2013-09-24,2013-09-24,Aotizhongxin,night,94.5,158.5,74.5,1.0,11.45,0.6,42,243
2013-09-24,2013-09-24,Changping,afternoon,129.0,123.0,52.47045,63.0,21.25,1.35,42,244
2013-09-24,2013-09-24,Changping,evening,149.0,112.0,64.0,36.4567,16.95,0.75,42,245
2013-09-24,2013-09-24,Changping,morning,78.0,101.5,56.56015,11.0,17.7,1.45,42,246
2013-09-24,2013-09-24,Changping,night,61.5,76.0,44.4671,24.0,12.45,0.9,42,247
2013-10-01,2013-10-01,Aotizhongxin,afternoon,92.5,118.5,61.0,63.617399999999996,21.65,1.25,42,248
2013-10-01,2013-10-01,Aotizhongxin,evening,69.0,104.0,87.0,20.0,15.9,0.6,41,249
2013-10-01,2013-10-01,Aotizhongxin,morning,90.0,112.0,65.5,5.5,17.35,1.3,42,250
2013-10-01,2013-10-01,Aotizhongxin,night,156.0,159.0,78.5,1.0,14.2,0.8,42,251
2013-10-01,2013-10-01,Changping,afternoon,87.5,104.5,44.5,76.1481,21.25,1.6,42,252
2013-10-01,2013-10-01,Changping,evening,92.0,119.0,49.135999999999996,31.059,16.45,0.95,42,253
2013-10-01,2013-10-01,Changping,morning,83.0,99.0,46.0,23.1336,17.7,1.1,41,254
2013-10-01,2013-10-01,Changping,night,139.5,118.5,47.1095,17.8857,14.5,0.6499999999999999,40,255
2013-10-08,2013-10-08,Aotizhongxin,afternoon,46.5,73.5,40.5,43.0,19.299999999999997,1.6,42,256
2013-10-08,2013-10-08,Aotizhongxin,evening,71.0,112.0,84.0,7.5,13.95,0.6499999999999999,42,257
2013-10-08,2013-10-08,Aotizhongxin,morning,43.5,65.5,60.5,7.0,15.350000000000001,1.3,42,258
2013-10-08,2013-10-08,Aotizhongxin,night,72.5,97.5,69.5,5.5,12.95,0.7,42,259
2013-10-08,2013-10-08,Changping,afternoon,43.0,69.0,37.0,65.5,19.35,1.55,42,260
2013-10-08,2013-10-08,Changping,evening,51.5,77.0,55.5,35.0,14.850000000000001,0.8,42,261
